event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_mass
6282,1,0,163.077259
6283,0,,
6284,0,,
6285,0,,
6286,1,0,140.745522
6287,0,,
6288,0,,
6289,0,,
6290,0,,
6291,0,,
6292,1,0,170.167409
6293,0,,
6294,0,,
6295,0,,
6296,2,0,167.757543
6297,0,,
6298,2,0,185.87577
6299,2,0,158.268344
6300,1,0,161.270701
6301,1,1,159.875181
6302,0,,
6303,0,,
6304,0,,
6305,1,1,173.877389
6306,2,1,178.049973
6307,1,1,174.064036
6308,0,,
6309,0,,
6310,0,,
6311,0,,
6312,1,0,194.332115
6313,0,,
6314,1,1,162.524763
6315,0,,
6316,0,,
6317,0,,
6318,1,0,226.947021
6319,0,,
6320,0,,
6321,0,,
6322,0,,
6323,0,,
6324,1,1,169.859552
6325,1,1,163.175325
6326,0,,
6327,0,,
6328,0,,
6329,0,,
6330,0,,
6331,0,,
6332,0,,
6333,1,0,161.008843
6334,1,0,225.851389
6335,0,,
6336,0,,
6337,0,,
6338,2,1,180.716727
6339,0,,
6340,0,,
6341,0,,
6342,2,0,149.262334
6343,2,1,171.967589
6344,0,,
6345,0,,
6346,0,,
6347,1,0,165.771418
6348,1,1,265.261775
6349,0,,
6350,0,,
6351,0,,
6352,1,1,172.811554
6353,0,,
6354,0,,
6355,1,1,127.461709
6356,0,,
6357,0,,
6358,2,0,159.343881
6359,0,,
6360,0,,
6361,1,0,159.070841
6362,0,,
6363,0,,
6364,0,,
6365,1,0,174.192706
6366,0,,
6367,1,1,166.213076
6368,0,,
6369,0,,
6370,0,,
6371,0,,
6372,0,,
6373,2,1,177.847462
6374,0,,
6375,0,,
6376,1,1,181.76965
6377,1,0,169.320273
6378,0,,
6379,0,,
6380,0,,
6381,1,0,157.027296
6382,1,1,173.313244
6383,0,,
6384,0,,
6385,0,,
6386,0,,
6387,0,,
6388,0,,
6389,0,,
6390,0,,
6391,0,,
6392,2,1,167.421638
6393,0,,
6394,1,1,177.397488
6395,1,0,158.627884
6396,1,1,133.002168
6397,0,,
6398,1,0,142.122545
6399,1,1,177.01618
6400,0,,
6401,0,,
6402,0,,
6403,0,,
6404,0,,
6405,0,,
6406,1,0,158.416503
6407,0,,
6408,0,,
6409,0,,
6410,1,1,144.24066
6411,2,1,169.827329
6412,1,0,148.505498
6413,0,,
6414,0,,
6415,0,,
6416,0,,
6417,0,,
6418,0,,
6419,0,,
6420,1,1,158.712015
6421,0,,
6422,1,1,156.920031
6423,1,1,142.331146
6424,0,,
6425,1,0,165.871327
6426,0,,
6427,0,,
6428,0,,
6429,0,,
6430,0,,
6431,1,1,159.05221
6432,0,,
6433,0,,
6434,0,,
6435,0,,
6436,0,,
6437,1,0,159.20799
6438,0,,
6439,1,0,129.308534
6440,0,,
6441,2,1,313.728141
6442,0,,
6443,1,0,171.611646
6444,0,,
6445,1,0,159.293975
6446,1,1,152.008676
6447,1,1,182.756044
6448,1,0,150.763752
6449,1,0,190.273539
6450,0,,
6451,1,0,192.5467
6452,0,,
6453,1,0,256.823123
6454,1,0,190.379599
6455,0,,
6456,0,,
6457,1,0,176.491424
6458,0,,
6459,0,,
6460,0,,
6461,0,,
6462,1,1,178.720427
6463,0,,
6464,1,0,132.930253
6465,0,,
6466,0,,
6467,1,0,172.999114
6468,0,,
6469,1,1,149.772807
6470,2,0,172.837616
6471,1,0,168.3791
6472,0,,
6473,0,,
6474,0,,
6475,1,0,157.874754
6476,2,1,343.200541
6477,0,,
6478,2,1,160.952199
6479,1,0,170.691407
6480,1,1,143.721389
6481,0,,
6482,0,,
6483,1,1,167.06486
6484,2,0,154.418782
6485,0,,
6486,0,,
6487,1,1,187.208772
6488,1,0,174.064056
6489,0,,
6490,0,,
6491,0,,
6492,0,,
6493,0,,
6494,0,,
6495,0,,
6496,1,0,143.87719
6497,1,0,160.496523
6498,0,,
6499,0,,
6500,1,0,163.071057
6501,0,,
6502,0,,
6503,1,1,160.533506
6504,0,,
6505,0,,
6506,0,,
6507,0,,
6508,0,,
6509,0,,
6510,0,,
6511,1,1,129.297008
6512,0,,
6513,1,1,156.95076
6514,1,1,198.128007
6515,1,0,162.512782
6516,0,,
6517,1,1,183.664606
6518,0,,
6519,0,,
6520,0,,
6521,1,0,164.954717
6522,1,1,151.306584
6523,0,,
6524,0,,
6525,0,,
6526,0,,
6527,0,,
6528,0,,
6529,2,0,168.501207
6530,0,,
6531,0,,
6532,1,0,202.488632
6533,0,,
6534,1,0,165.441191
6535,0,,
6536,1,1,217.66562
6537,0,,
6538,1,1,170.639429
6539,1,1,161.820711
6540,0,,
6541,1,1,149.368446
6542,0,,
6543,0,,
6544,0,,
6545,0,,
6546,0,,
6547,2,0,141.836403
6548,0,,
6549,1,0,239.76342
6550,1,1,132.649869
6551,0,,
6552,1,0,163.61646
6553,0,,
6554,1,1,167.326874
6555,0,,
6556,1,0,160.694442
6557,0,,
6558,0,,
6559,0,,
6560,0,,
6561,0,,
6562,1,1,153.346117
6563,0,,
6564,0,,
6565,0,,
6566,1,1,170.349697
6567,0,,
6568,1,0,352.632035
6569,2,1,207.542881
6570,0,,
6571,0,,
6572,0,,
6573,0,,
6574,0,,
6575,0,,
6576,0,,
6577,0,,
6578,2,0,134.546065
6579,1,0,153.385916
6580,1,0,149.368922
6581,1,0,160.412373
6582,0,,
6583,0,,
6584,0,,
6585,0,,
6586,2,0,141.727585
6587,0,,
6588,1,1,364.210156
6589,1,0,200.563021
6590,1,0,278.590482
6591,2,1,168.219611
6592,1,0,149.550327
6593,0,,
6594,1,1,178.124663
6595,0,,
6596,0,,
6597,0,,
6598,0,,
6599,0,,
6600,1,1,194.410332
6601,2,0,299.746096
6602,1,1,169.84155
6603,0,,
6604,0,,
6605,0,,
6606,1,1,167.565857
6607,0,,
6608,1,1,163.399329
6609,2,1,155.506732
6610,0,,
6611,0,,
6612,1,0,140.030987
6613,1,0,179.15623
6614,0,,
6615,0,,
6616,1,1,154.084168
6617,1,0,141.662035
6618,1,1,153.91675
6619,0,,
6620,1,0,182.444954
6621,0,,
6622,1,0,161.556428
6623,0,,
6624,1,0,153.9729
6625,0,,
6626,0,,
6627,0,,
6628,1,0,172.973506
6629,1,0,197.486151
6630,0,,
6631,1,1,157.073299
6632,2,0,169.947441
6633,1,1,156.66079
6634,0,,
6635,0,,
6636,0,,
6637,0,,
6638,1,1,158.412334
6639,0,,
6640,1,1,139.737536
6641,0,,
6642,0,,
6643,0,,
6644,0,,
6645,0,,
6646,1,0,438.88988
6647,1,1,188.85754
6648,0,,
6649,0,,
6650,0,,
6651,0,,
6652,0,,
6653,0,,
6654,0,,
6655,1,0,140.309899
6656,0,,
6657,0,,
6658,1,0,142.027367
6659,1,1,119.00999
6660,0,,
6661,0,,
6662,0,,
6663,0,,
6664,2,1,169.807915
6665,1,1,173.058201
6666,1,0,138.78342
6667,1,1,200.787164
6668,0,,
6669,1,1,186.631888
6670,0,,
6671,0,,
6672,0,,
6673,0,,
6674,0,,
6675,0,,
6676,1,1,163.989642
6677,0,,
6678,0,,
6679,0,,
6680,1,1,172.476721
6681,0,,
6682,1,1,193.485973
6683,0,,
6684,0,,
6685,1,1,145.537696
6686,1,0,166.472809
6687,1,0,182.427363
6688,1,1,158.182907
6689,1,0,160.210519
6690,1,1,159.216983
6691,1,1,164.235585
6692,0,,
6693,0,,
6694,0,,
6695,0,,
6696,0,,
6697,1,0,177.784583
6698,1,1,164.434062
6699,1,0,143.365584
6700,0,,
6701,1,1,168.95233
6702,0,,
6703,0,,
6704,1,0,144.444102
6705,0,,
6706,2,1,180.457564
6707,1,1,196.010128
6708,0,,
6709,1,0,120.163059
6710,1,0,146.036632
6711,1,0,148.991497
6712,1,1,129.22797
6713,0,,
6714,0,,
6715,0,,
6716,1,1,143.950813
6717,1,1,150.763533
6718,0,,
6719,1,0,167.310095
6720,0,,
6721,1,0,194.113691
6722,1,1,159.871369
6723,0,,
6724,0,,
6725,0,,
6726,1,0,139.633714
6727,0,,
6728,0,,
6729,0,,
6730,1,0,150.266938
6731,1,0,165.379566
6732,1,0,149.066223
6733,1,0,243.861613
6734,0,,
6735,0,,
6736,0,,
6737,1,0,171.59412
6738,0,,
6739,1,1,155.893908
6740,1,1,134.221408
6741,0,,
6742,1,1,137.478723
6743,1,1,149.454935
6744,0,,
6745,0,,
6746,0,,
6747,1,0,149.297096
6748,0,,
6749,0,,
6750,0,,
6751,1,0,158.817951
6752,0,,
6753,0,,
6754,0,,
6755,1,1,144.62781
6756,0,,
6757,1,0,307.979779
6758,1,1,191.617148
6759,0,,
6760,0,,
6761,1,0,150.269799
6762,0,,
6763,0,,
6764,0,,
6765,0,,
6766,1,1,158.731321
6767,0,,
6768,0,,
6769,0,,
6770,1,0,165.141103
6771,0,,
6772,1,1,157.838837
6773,0,,
6774,0,,
6775,2,1,194.180478
6776,0,,
6777,0,,
6778,0,,
6779,2,0,165.161628
6780,0,,
6781,0,,
6782,1,1,177.155319
6783,1,0,143.0996
6784,0,,
6785,0,,
6786,1,1,161.172757
6787,0,,
6788,0,,
6789,1,0,145.020035
6790,0,,
6791,1,0,166.2666
6792,0,,
6793,0,,
6794,0,,
6795,0,,
6796,1,1,177.230727
6797,1,1,163.09303
6798,1,1,156.604434
6799,0,,
6800,1,0,177.38074
6801,0,,
6802,1,1,194.913735
6803,1,0,150.455157
6804,0,,
6805,0,,
6806,0,,
6807,0,,
6808,0,,
6809,0,,
6810,1,1,147.19434
6811,1,1,182.59238
6812,2,0,174.339628
6813,0,,
6814,1,0,179.163157
6815,1,1,160.951753
6816,1,1,154.181256
6817,0,,
6818,0,,
6819,0,,
6820,1,0,174.254052
6821,0,,
6822,0,,
6823,1,1,178.397757
6824,0,,
6825,0,,
6826,1,0,156.42922
6827,1,0,180.180103
6828,0,,
6829,2,0,163.900685
6830,1,1,133.776136
6831,1,1,165.395632
6832,0,,
6833,1,0,149.563694
6834,1,1,164.159295
6835,1,0,169.538514
6836,0,,
6837,0,,
6838,1,0,175.708836
6839,0,,
6840,1,0,197.369175
6841,2,0,146.543654
6842,0,,
6843,0,,
6844,0,,
6845,1,1,172.855978
6846,2,1,166.468703
6847,0,,
6848,1,0,203.987108
6849,0,,
6850,0,,
6851,0,,
6852,0,,
6853,1,0,166.214254
6854,0,,
6855,0,,
6856,0,,
6857,0,,
6858,1,1,168.941562
6859,0,,
6860,0,,
6861,0,,
6862,0,,
6863,1,1,152.544561
6864,0,,
6865,0,,
6866,0,,
6867,1,1,135.077314
6868,0,,
6869,1,1,133.956213
6870,0,,
6871,0,,
6872,0,,
6873,1,0,148.483987
6874,0,,
6875,0,,
6876,1,1,153.033332
6877,1,1,169.822693
6878,0,,
6879,1,1,159.573283
6880,0,,
6881,1,1,159.050079
6882,0,,
6883,0,,
6884,1,1,160.879986
6885,0,,
6886,2,0,156.090815
6887,0,,
6888,1,1,186.578717
6889,2,0,161.133201
6890,1,1,124.66148
6891,1,0,163.296873
6892,0,,
6893,0,,
6894,0,,
6895,1,0,166.827838
6896,1,1,179.997152
6897,0,,
6898,2,1,186.248986
6899,1,0,164.556046
6900,1,1,136.495663
6901,1,1,238.904883
6902,0,,
6903,0,,
6904,0,,
6905,0,,
6906,0,,
6907,1,0,174.012057
6908,1,1,141.662703
6909,0,,
6910,2,1,177.183887
6911,0,,
6912,1,0,179.66486
6913,0,,
6914,0,,
6915,0,,
6916,0,,
6917,0,,
6918,0,,
6919,0,,
6920,1,0,184.555357
6921,1,1,167.145556
6922,0,,
6923,1,1,458.974357
6924,0,,
6925,1,0,172.667974
6926,1,0,164.625824
6927,1,1,162.99704
6928,0,,
6929,1,1,221.067878
6930,1,1,158.529381
6931,0,,
6932,0,,
6933,0,,
6934,1,1,207.973635
6935,0,,
6936,0,,
6937,0,,
6938,1,1,158.996375
6939,1,1,180.376131
6940,0,,
6941,1,1,185.928023
6942,0,,
6943,0,,
6944,0,,
6945,1,0,149.455431
6946,2,1,150.808349
6947,1,1,155.526256
6948,0,,
6949,0,,
6950,0,,
6951,0,,
6952,0,,
6953,0,,
6954,0,,
6955,0,,
6956,1,0,173.511599
6957,0,,
6958,1,0,190.650142
6959,0,,
6960,0,,
6961,1,1,172.855778
6962,1,0,162.912954
6963,0,,
6964,0,,
6965,1,0,174.645888
6966,0,,
6967,0,,
6968,1,1,163.903517
6969,0,,
6970,0,,
6971,0,,
6972,0,,
6973,1,0,210.146129
6974,1,1,171.23434
6975,1,0,199.665142
6976,0,,
6977,0,,
6978,0,,
6979,0,,
6980,0,,
6981,2,0,155.58153
6982,0,,
6983,0,,
6984,1,0,160.451211
6985,1,0,164.149622
6986,1,0,172.063163
6987,0,,
6988,0,,
6989,0,,
6990,0,,
6991,0,,
6992,0,,
6993,0,,
6994,0,,
6995,0,,
6996,0,,
6997,1,0,151.883246
6998,2,1,161.944022
6999,0,,
7000,0,,
7001,0,,
7002,2,1,254.123822
7003,0,,
7004,1,1,182.235959
7005,0,,
7006,0,,
7007,0,,
7008,0,,
7009,2,1,153.136968
7010,0,,
7011,0,,
7012,0,,
7013,1,0,173.869747
7014,0,,
7015,1,1,127.625669
7016,0,,
7017,1,1,231.035328
7018,0,,
7019,0,,
7020,1,0,186.059561
7021,1,0,138.78918
7022,0,,
7023,1,1,149.176899
7024,1,1,201.359296
7025,1,0,331.932613
7026,0,,
7027,0,,
7028,1,1,173.021055
7029,1,1,167.586212
7030,0,,
7031,2,1,143.515624
7032,0,,
7033,0,,
7034,0,,
7035,0,,
7036,0,,
7037,0,,
7038,1,0,145.395097
7039,1,1,171.193516
7040,0,,
7041,0,,
7042,0,,
7043,0,,
7044,1,1,154.238406
7045,0,,
7046,2,0,174.813531
7047,0,,
7048,1,0,143.33371
7049,0,,
7050,1,0,173.596935
7051,1,1,170.677487
7052,1,1,150.548039
7053,0,,
7054,0,,
7055,0,,
7056,1,1,169.998464
7057,0,,
7058,0,,
7059,0,,
7060,0,,
7061,0,,
7062,1,1,173.809217
7063,1,1,168.064653
7064,0,,
7065,1,1,224.778467
7066,1,0,164.911224
7067,0,,
7068,0,,
7069,0,,
7070,0,,
7071,1,1,148.548269
7072,0,,
7073,0,,
7074,0,,
7075,1,1,258.755186
7076,1,0,175.307162
7077,0,,
7078,0,,
7079,0,,
7080,1,1,146.7217
7081,0,,
7082,1,0,179.00042
7083,1,1,147.285923
7084,1,0,178.305353
7085,0,,
7086,0,,
7087,1,0,139.795123
7088,0,,
7089,1,1,161.143451
7090,1,1,179.368559
7091,1,1,172.757831
7092,1,0,174.915916
7093,0,,
7094,0,,
7095,0,,
7096,2,1,257.759446
7097,1,0,334.476245
7098,0,,
7099,0,,
7100,0,,
7101,1,0,202.685744
7102,2,0,204.58157
7103,0,,
7104,0,,
7105,0,,
7106,2,1,158.609773
7107,1,1,175.128215
7108,0,,
7109,0,,
7110,1,0,173.607466
7111,0,,
7112,1,1,281.362794
7113,0,,
7114,0,,
7115,1,1,154.945442
7116,2,1,166.600226
7117,0,,
7118,0,,
7119,0,,
7120,1,0,163.296816
7121,0,,
7122,0,,
7123,0,,
7124,0,,
7125,0,,
7126,1,1,169.050163
7127,0,,
7128,0,,
7129,0,,
7130,0,,
7131,0,,
7132,0,,
7133,0,,
7134,1,0,155.982394
7135,2,0,176.049172
7136,0,,
7137,0,,
7138,1,1,150.529362
7139,1,1,160.68691
7140,0,,
7141,0,,
7142,0,,
7143,1,0,255.992418
7144,1,0,102.048339
7145,1,1,131.453324
7146,1,0,171.399952
7147,0,,
7148,0,,
7149,1,0,166.838776
7150,1,1,156.227331
7151,0,,
7152,1,0,179.043426
7153,0,,
7154,1,0,160.933081
7155,0,,
7156,1,1,273.069243
7157,1,0,167.283304
7158,1,0,168.043879
7159,0,,
7160,0,,
7161,0,,
7162,1,1,149.687813
7163,0,,
7164,0,,
7165,1,0,179.095659
7166,0,,
7167,1,1,209.913183
7168,1,0,174.550642
7169,0,,
7170,0,,
7171,1,1,172.951438
7172,0,,
7173,0,,
7174,1,0,162.27474
7175,1,1,191.184463
7176,1,0,163.297755
7177,0,,
7178,0,,
7179,1,0,162.02424
7180,0,,
7181,1,0,171.446524
7182,0,,
7183,0,,
7184,0,,
7185,0,,
7186,1,0,177.290063
7187,1,1,280.797884
7188,1,1,166.382541
7189,0,,
7190,1,1,143.429624
7191,0,,
7192,0,,
7193,1,1,129.839544
7194,0,,
7195,0,,
7196,1,0,137.834216
7197,1,0,240.705448
7198,0,,
7199,0,,
7200,0,,
7201,1,1,152.188692
7202,0,,
7203,0,,
7204,1,0,159.236709
7205,0,,
7206,0,,
7207,1,1,160.678107
7208,0,,
7209,1,0,154.010185
7210,0,,
7211,0,,
7212,1,1,136.530519
7213,1,1,171.864812
7214,1,0,168.394694
7215,1,0,163.286182
7216,1,0,163.040661
7217,0,,
7218,1,0,144.469444
7219,2,1,142.004958
7220,0,,
7221,1,1,176.323801
7222,0,,
7223,0,,
7224,0,,
7225,0,,
7226,0,,
7227,0,,
7228,0,,
7229,0,,
7230,0,,
7231,0,,
7232,0,,
7233,0,,
7234,0,,
7235,0,,
7236,0,,
7237,1,1,169.752797
7238,0,,
7239,1,1,187.421324
7240,1,0,117.143026
7241,1,1,376.270501
7242,0,,
7243,0,,
7244,0,,
7245,0,,
7246,1,0,186.487459
7247,1,1,170.952601
7248,2,0,134.740372
7249,0,,
7250,0,,
7251,1,0,162.839332
7252,0,,
7253,0,,
7254,1,1,149.206408
7255,0,,
7256,0,,
7257,0,,
7258,0,,
7259,0,,
7260,0,,
7261,1,1,153.579534
7262,0,,
7263,1,1,157.605526
7264,0,,
7265,0,,
7266,0,,
7267,0,,
7268,0,,
7269,2,1,184.271553
7270,1,0,165.766823
7271,1,0,153.992157
7272,1,1,172.98393
7273,0,,
7274,1,0,176.481941
7275,0,,
7276,1,1,181.339764
7277,1,0,143.296245
7278,1,0,181.93312
7279,0,,
7280,1,1,146.954626
7281,1,0,171.040388
7282,1,0,263.453376
7283,0,,
7284,0,,
7285,0,,
7286,1,0,169.263739
7287,0,,
7288,1,1,223.072203
7289,1,0,225.33204
7290,0,,
7291,0,,
7292,1,1,227.204839
7293,0,,
7294,0,,
7295,0,,
7296,1,0,155.633408
7297,0,,
7298,0,,
7299,1,1,187.467626
7300,1,0,186.132358
7301,0,,
7302,1,0,306.711383
7303,0,,
7304,0,,
7305,0,,
7306,1,1,165.298879
7307,0,,
7308,0,,
7309,0,,
7310,1,1,153.981902
7311,0,,
7312,1,0,159.880355
7313,0,,
7314,0,,
7315,0,,
7316,0,,
7317,0,,
7318,0,,
7319,0,,
7320,2,1,128.320849
7321,0,,
7322,0,,
7323,1,0,462.238068
7324,1,0,174.950001
7325,1,0,155.584831
7326,1,1,183.581799
7327,0,,
7328,0,,
7329,1,0,255.368498
7330,1,0,157.356717
7331,0,,
7332,1,1,142.109401
7333,1,1,127.510074
7334,0,,
7335,0,,
7336,0,,
7337,1,1,137.297843
7338,1,1,164.512186
7339,0,,
7340,1,1,175.682305
7341,1,1,163.963363
7342,0,,
7343,0,,
7344,2,1,143.179826
7345,2,0,182.728407
7346,0,,
7347,0,,
7348,1,1,155.667491
7349,1,0,177.516878
7350,1,1,362.472619
7351,1,0,173.585382
7352,0,,
7353,1,0,154.80001
7354,0,,
7355,0,,
7356,1,0,149.380446
7357,0,,
7358,0,,
7359,1,1,167.228886
7360,1,0,176.571411
7361,0,,
7362,0,,
7363,0,,
7364,1,0,155.080537
7365,1,0,135.684042
7366,0,,
7367,1,1,165.397272
7368,0,,
7369,0,,
7370,0,,
7371,0,,
7372,2,0,174.80616
7373,2,0,161.795101
7374,1,0,172.677067
7375,0,,
7376,0,,
7377,0,,
7378,0,,
7379,0,,
7380,0,,
7381,0,,
7382,0,,
7383,0,,
7384,0,,
7385,0,,
7386,1,0,161.620547
7387,0,,
7388,0,,
7389,0,,
7390,1,1,186.391732
7391,0,,
7392,0,,
7393,0,,
7394,0,,
7395,0,,
7396,0,,
7397,1,0,178.638587
7398,0,,
7399,0,,
7400,1,1,167.849085
7401,0,,
7402,0,,
7403,0,,
7404,0,,
7405,1,1,158.805066
7406,0,,
7407,1,1,177.542258
7408,0,,
7409,1,0,163.962093
7410,0,,
7411,0,,
7412,0,,
7413,0,,
7414,0,,
7415,0,,
7416,0,,
7417,0,,
7418,1,0,159.669188
7419,2,0,163.618838
7420,1,1,138.542178
7421,0,,
7422,0,,
7423,0,,
7424,0,,
7425,0,,
7426,0,,
7427,0,,
7428,0,,
7429,1,0,166.548162
7430,1,0,170.908799
7431,1,1,236.740039
7432,1,1,128.414337
7433,1,1,139.518279
7434,0,,
7435,1,0,165.84016
7436,0,,
7437,0,,
7438,0,,
7439,1,1,164.942882
7440,1,1,177.764214
7441,0,,
7442,1,0,171.408888
7443,0,,
7444,0,,
7445,0,,
7446,1,0,169.746262
7447,0,,
7448,0,,
7449,0,,
7450,0,,
7451,0,,
7452,1,0,170.500294
7453,0,,
7454,0,,
7455,0,,
7456,1,0,165.212884
7457,1,1,199.027125
7458,0,,
7459,0,,
7460,0,,
7461,1,0,171.889286
7462,1,0,159.019257
7463,0,,
7464,1,0,161.740129
7465,0,,
7466,0,,
7467,1,0,162.005413
7468,1,0,172.441476
7469,0,,
7470,0,,
7471,0,,
7472,1,0,193.148666
7473,0,,
7474,0,,
7475,1,1,171.016513
7476,0,,
7477,1,1,160.897786
7478,0,,
7479,0,,
7480,1,0,169.140314
7481,1,0,169.638094
7482,0,,
7483,0,,
7484,1,0,157.327241
7485,0,,
7486,1,0,168.899572
7487,1,1,167.520559
7488,1,1,161.825165
7489,1,0,134.302993
7490,0,,
7491,0,,
7492,1,1,232.867665
7493,1,1,158.644635
7494,0,,
7495,1,1,186.552796
7496,1,0,116.917246
7497,0,,
7498,0,,
7499,0,,
7500,1,0,176.583335
7501,1,1,204.521821
7502,0,,
7503,0,,
7504,1,0,124.634767
7505,1,1,144.866821
7506,0,,
7507,1,1,143.829495
7508,2,1,170.713339
7509,0,,
7510,0,,
7511,0,,
7512,1,1,178.804638
7513,0,,
7514,1,0,168.139558
7515,0,,
7516,0,,
7517,0,,
7518,0,,
7519,1,0,170.35542
7520,1,0,163.669259
7521,0,,
7522,1,0,171.551507
7523,0,,
7524,0,,
7525,1,0,146.426692
7526,1,0,185.247648
7527,0,,
7528,0,,
7529,0,,
7530,1,1,129.132253
7531,1,1,158.478181
7532,1,1,167.165791
7533,1,1,165.832668
7534,0,,
7535,1,0,160.686884
7536,0,,
7537,0,,
7538,1,1,172.890023
7539,1,1,180.961752
7540,0,,
7541,1,1,170.372269
7542,0,,
7543,1,0,172.796353
7544,1,0,170.291661
7545,0,,
7546,1,0,141.248766
7547,1,1,153.032264
7548,1,1,158.08209
7549,0,,
7550,1,0,158.788487
7551,1,0,157.657035
7552,0,,
7553,0,,
7554,1,1,159.442173
7555,1,1,177.532467
7556,2,1,328.445586
7557,1,0,171.490698
7558,0,,
7559,1,1,169.267217
7560,2,1,152.609111
7561,1,1,174.664392
7562,1,1,252.444578
7563,2,0,158.556258
7564,1,1,150.914083
7565,0,,
7566,1,1,157.449817
7567,0,,
7568,1,0,160.401008
7569,1,1,166.286764
7570,0,,
7571,1,0,142.573011
7572,0,,
7573,0,,
7574,1,0,167.221701
7575,0,,
7576,1,1,168.424948
7577,1,1,229.450242
7578,0,,
7579,1,1,180.607689
7580,0,,
7581,0,,
7582,0,,
7583,1,0,179.860255
7584,2,0,186.239755
7585,1,0,294.653578
7586,1,1,197.456659
7587,1,0,163.970208
7588,0,,
7589,2,0,144.180449
7590,1,0,146.632158
7591,2,0,159.74696
7592,1,1,145.949841
7593,0,,
7594,1,1,138.623717
7595,1,0,144.665103
7596,0,,
7597,2,1,160.084319
7598,0,,
7599,1,0,205.382027
7600,0,,
7601,0,,
7602,1,1,141.828337
7603,2,0,166.192247
7604,1,0,166.765773
7605,0,,
7606,0,,
7607,0,,
7608,1,0,150.212433
7609,0,,
7610,1,0,169.921535
7611,0,,
7612,1,0,169.58788
7613,0,,
7614,0,,
7615,1,0,155.535788
7616,2,1,190.693364
7617,0,,
7618,1,0,167.237753
7619,0,,
7620,0,,
7621,0,,
7622,0,,
7623,1,0,190.851639
7624,1,0,266.047798
7625,0,,
7626,0,,
7627,0,,
7628,0,,
7629,0,,
7630,1,0,157.834939
7631,0,,
7632,1,0,142.311253
7633,0,,
7634,0,,
7635,0,,
7636,0,,
7637,0,,
7638,0,,
7639,0,,
7640,0,,
7641,1,1,142.640111
7642,2,1,162.954656
7643,0,,
7644,0,,
7645,1,0,145.620965
7646,0,,
7647,0,,
7648,0,,
7649,0,,
7650,0,,
7651,1,0,168.700616
7652,0,,
7653,0,,
7654,1,1,160.087908
7655,0,,
7656,1,1,149.448424
7657,0,,
7658,0,,
7659,1,1,155.526236
7660,0,,
7661,2,1,164.72562
7662,1,1,177.363851
7663,1,0,186.622622
7664,1,0,175.161238
7665,1,0,166.931347
7666,0,,
7667,0,,
7668,0,,
7669,1,1,243.945553
7670,1,0,175.802244
7671,2,0,174.753842
7672,0,,
7673,0,,
7674,0,,
7675,1,0,175.646772
7676,0,,
7677,0,,
7678,0,,
7679,0,,
7680,0,,
7681,1,0,180.294645
7682,0,,
7683,1,0,164.809148
7684,0,,
7685,1,1,170.77587
7686,0,,
7687,0,,
7688,0,,
7689,0,,
7690,0,,
7691,1,1,152.074902
7692,1,0,177.482423
7693,1,0,142.521338
7694,1,1,185.59114
7695,0,,
7696,1,0,145.892595
7697,0,,
7698,0,,
7699,1,0,169.981631
7700,1,0,216.582144
7701,1,0,177.460197
7702,1,1,217.206469
7703,0,,
7704,0,,
7705,0,,
7706,0,,
7707,2,0,181.188457
7708,0,,
7709,1,0,131.284635
7710,1,0,169.321721
7711,0,,
7712,1,0,342.950654
7713,1,1,151.541748
7714,0,,
7715,0,,
7716,0,,
7717,0,,
7718,0,,
7719,0,,
7720,0,,
7721,0,,
7722,0,,
7723,0,,
7724,0,,
7725,0,,
7726,0,,
7727,0,,
7728,1,0,261.172721
7729,1,1,156.367908
7730,0,,
7731,1,0,136.254299
7732,0,,
7733,0,,
7734,0,,
7735,0,,
7736,1,1,187.233928
7737,2,1,207.607071
7738,1,0,218.101576
7739,0,,
7740,0,,
7741,1,1,156.837251
7742,0,,
7743,0,,
7744,0,,
7745,1,0,175.791308
7746,1,0,155.58018
7747,0,,
7748,1,0,159.84497
7749,0,,
7750,0,,
7751,0,,
7752,1,0,157.866195
7753,1,0,124.898227
7754,0,,
7755,0,,
7756,0,,
7757,1,1,149.725897
7758,1,1,163.510382
7759,1,1,120.10417
7760,1,1,171.094728
7761,0,,
7762,2,0,154.355326
7763,0,,
7764,0,,
7765,0,,
7766,0,,
7767,0,,
7768,1,0,153.448616
7769,1,1,147.023975
7770,1,1,167.661938
7771,0,,
7772,0,,
7773,1,1,151.829212
7774,1,1,163.827232
7775,1,0,132.349342
7776,1,1,155.638403
7777,1,1,177.087488
7778,0,,
7779,0,,
7780,1,0,141.070924
7781,0,,
7782,1,0,148.898605
7783,1,1,167.441778
7784,0,,
7785,2,1,171.374046
7786,0,,
7787,1,1,152.966721
7788,0,,
7789,1,1,130.725331
7790,0,,
7791,1,0,214.297491
7792,0,,
7793,1,0,166.260957
7794,1,1,167.079284
7795,0,,
7796,0,,
7797,1,0,240.723664
7798,1,0,162.868263
7799,0,,
7800,0,,
7801,0,,
7802,1,1,160.471621
7803,2,0,145.410062
7804,1,0,162.414955
7805,1,1,310.15652
7806,1,0,145.634078
7807,0,,
7808,0,,
7809,1,0,161.772353
7810,1,0,179.582836
7811,0,,
7812,2,0,174.792722
7813,1,0,168.720421
7814,0,,
7815,0,,
7816,0,,
7817,0,,
7818,1,1,186.145899
7819,1,1,217.971678
7820,1,1,178.444669
7821,1,0,215.386237
