event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_pt,triplet_jet_0_index,triplet_jet_0_pt,triplet_jet_0_eta,triplet_jet_0_phi,triplet_jet_0_m,triplet_jet_0_px,triplet_jet_0_py,triplet_jet_0_pz,triplet_jet_0_E,triplet_jet_1_index,triplet_jet_1_pt,triplet_jet_1_eta,triplet_jet_1_phi,triplet_jet_1_m,triplet_jet_1_px,triplet_jet_1_py,triplet_jet_1_pz,triplet_jet_1_E,triplet_jet_2_index,triplet_jet_2_pt,triplet_jet_2_eta,triplet_jet_2_phi,triplet_jet_2_m,triplet_jet_2_px,triplet_jet_2_py,triplet_jet_2_pz,triplet_jet_2_E
133,1,1,149.305772,5,29.2706642,0.0610240549,0.220687062,6.76859236,28.560771,6.40735054,1.78732345,30.0961817,1,107.150833,1.62708676,-0.648122668,10.7957401,85.4226297,-64.685975,262.119137,283.380117,3,47.87463,1.22562993,-1.74435401,10.8569784,-8.26735825,-47.1553919,74.5106,89.2282673
134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,1,191.621307,0,136.390839,1.6163274,-0.272692263,10.9517708,131.351101,-36.7334888,329.788926,357.047809,2,69.6736221,2.27468944,0.174534872,14.963273,68.6150997,12.0988311,335.202217,342.693507,4,38.142437,2.03772569,1.80232501,5.6678133,-8.7523804,37.1246729,143.850643,148.929437
141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,86.9749885,1,77.1828079,-1.35254693,2.63939643,16.1951561,-67.6528552,37.1520796,-139.264098,160.043612,3,29.9321384,-1.44014764,-0.138202205,6.95341873,29.6467435,-4.12353176,-59.6311986,67.0832527,2,41.3590965,-0.0656784028,3.07496238,7.40149355,-41.2673217,2.75372939,-2.71835276,42.1039952
143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2,1,250.319929,4,49.140892,-1.12999761,-2.06824708,7.37779808,-23.4493854,-43.1851085,-68.1243891,84.3219518,3,72.4031448,-0.187751248,-0.498020262,11.303853,63.6083333,-34.5860567,-13.6737864,74.5450529,0,166.07254,-0.835119724,-0.755295694,19.4599495,120.912248,-113.843388,-155.383071,228.260108
145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,0,112.168916,0,97.6914368,0.392308056,0.131967917,19.4950104,96.8419965,12.8547474,39.3158061,107.095307,4,32.9634972,0.979007185,-3.00491285,10.2501097,-32.6560746,-4.49142933,37.6793926,51.1017956,2,61.3851624,1.31004441,1.07934141,12.7727728,28.9682173,54.1200568,105.475983,122.704787
147,1,1,556.234549,1,206.864761,1.57085812,-2.86344004,19.2652168,-198.913776,-56.8008725,476.089724,519.447402,0,310.202454,1.54571903,-2.38107085,20.949976,-224.734367,-213.822418,694.571998,760.982736,3,53.875473,1.0195328,-2.69283819,6.94115591,-48.5411638,-23.3735322,64.9505457,84.6718349
148,1,0,43.2503619,1,55.8936501,-0.44506675,2.27940011,7.64516497,-36.3741509,42.4384409,-25.705849,61.9946719,3,40.0333252,0.86589098,-0.696756721,4.79731655,30.7026596,-25.6907342,39.1615303,56.2077114,6,27.2616844,1.17681789,1.33327198,3.32972813,6.41459813,26.4962708,40.0171104,48.5350971
149,1,0,98.6151048,1,68.4957962,-1.4399128,-2.90137625,8.5063076,-66.529043,-16.2960283,-136.42237,152.889157,3,37.0486412,0.313137323,3.1341486,7.38500786,-37.0476147,0.275789608,11.7918384,39.5750882,4,34.568428,-0.579870224,1.37863505,7.21857977,6.6019073,33.9321534,-21.1876054,41.1825052
150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,0,144.995285,3,51.5094833,-0.652518749,-2.19843245,7.80231762,-30.2480701,-41.6926987,-36.0473447,63.3523014,2,74.3404465,-1.03198457,-0.768520415,14.26789,53.4463113,-51.6719827,-91.079354,118.429403,4,49.2184334,-1.96497583,-1.48921037,6.2679286,4.01107985,-49.0547187,-172.131157,179.139265
152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,0,104.245099,3,116.959732,-2.37257433,1.55372441,9.58729362,1.99663004,116.942688,-621.741911,632.719922,5,39.3034439,-2.32670665,-1.43797624,7.70792294,5.20495165,-38.9572738,-199.396818,203.379605,6,34.6948624,-1.84373605,0.614859462,8.24665546,28.3406553,20.0135138,-106.892811,112.684577
155,1,1,232.781794,2,61.211338,-0.751952171,-0.699939132,9.31651974,46.8194138,-39.4305769,-50.4899117,79.8927821,0,162.730774,-0.183759272,-1.68245161,12.6188278,-18.1320201,-161.717453,-30.071866,165.966433,3,49.539505,0.205427378,-2.45415568,10.60394,-38.2878421,-31.4357074,10.2484991,51.6878887
156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,1,143.322226,1,111.689102,0.212036654,-2.55752659,14.5081148,-93.1741138,-61.5876616,23.8600396,115.127071,4,35.0995445,-0.719658494,-1.8280493,5.30620861,-8.93019769,-33.9445076,-27.4972151,44.9024578,3,49.0483818,-0.0985334739,2.21952391,7.83952856,-29.6337062,39.0843603,-4.84073157,49.9062586
159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,0,51.7018564,0,47.7903404,-0.855706275,-0.765200675,10.1444855,34.4684661,-33.1034965,-46.0711487,67.1519022,1,46.9488907,0.843244016,2.26677513,5.5723877,-30.1006666,36.0298239,44.4507682,64.8931478,2,46.5889397,1.05651796,0.34244749,4.16389942,43.8837825,15.6442619,58.9041136,75.2167665
164,1,0,153.373707,1,92.1592484,-1.62026846,-1.38891459,12.4565353,16.6698197,-90.6390874,-223.790372,242.344017,2,57.8692055,-1.23997259,-2.04758477,2.74474096,-26.5578084,-51.4152483,-91.6106155,108.392266,3,40.1179657,-0.070225291,-3.0673306,7.66636324,-40.0073942,-2.97650497,-2.81961201,40.9411103
165,1,0,122.736492,7,41.2604141,0.741682172,1.54967463,8.00781631,0.871425152,41.2512108,33.485966,53.7387832,3,87.3918915,0.427101642,-3.03286004,6.44707918,-86.8757927,-9.48363574,38.4704006,95.7020337,6,43.5408669,1.45195031,-2.563766,6.91955709,-36.472082,-23.7822269,87.8942886,98.331548
166,1,0,50.8059709,3,46.2009773,-0.605095088,1.86755478,4.64223719,-13.5101773,44.1815053,-29.6934569,55.116078,0,63.1962547,0.143216327,-1.12329495,3.85964489,27.3459232,-56.9733894,9.08170703,63.9620268,2,46.4431763,-0.366282552,-2.27745485,4.76630068,-30.1553728,-35.3216947,-17.3942664,49.8221512
167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,1,64.9348975,1,84.2284851,-1.2963469,2.15455961,17.186491,-46.424037,70.279773,-142.446693,166.3757,2,58.9566422,-1.31119752,-0.0520917773,7.2896347,58.8766692,-3.06976751,-101.438365,117.553249,0,97.2178345,-0.714782536,-2.48362255,17.14851,-76.9221695,-59.4498711,-75.5598246,124.316796
170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,1,163.447968,3,48.9775085,1.00873077,-0.344458252,8.23832035,46.1004978,-16.5390582,58.2204674,76.5263947,5,40.7090721,1.89299679,-1.2900672,6.88747549,11.2787053,-39.1154619,132.072759,138.375863,0,141.271942,1.45771015,-2.32465744,21.0274029,-96.6948248,-102.994527,287.018117,320.592128
174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,1,86.0881078,0,103.402336,-1.53313804,0.927312851,9.06147289,62.039943,82.7229629,-228.355495,250.839362,2,51.9834099,-2.017766,3.12268186,9.47138977,-51.9741151,0.982989143,-192.041036,199.177664,3,31.9974613,-1.31841099,-0.253652811,10.8780317,30.9736142,-8.02949269,-55.514278,64.9923393
177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,0,57.2894642,0,70.1680069,1.95083654,-0.434188485,11.2453432,63.6572385,-29.5178789,241.813501,252.039236,3,39.9866982,0.802792132,2.34851146,6.83885431,-28.0567963,28.4912655,35.6618866,54.013666,1,47.8886299,0.774688661,-1.68170905,8.87936878,-5.30057517,-47.5943776,40.9224913,63.6145766
179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,0,38.0123477,0,74.6939087,0.248011097,2.50374031,6.47234678,-60.0073293,44.4780893,18.7154129,77.2744327,2,26.1972446,0.728781521,-0.362773299,7.85912561,24.4922301,-9.29657422,20.8275582,34.3780259,1,61.8297195,-1.23098993,-0.118954547,16.2782784,61.3927842,-7.33759294,-96.844342,116.046211
181,1,0,189.14449,5,47.3854485,-0.440644532,-0.862461925,11.6470528,30.827539,-35.9867138,-21.562437,53.347664,2,70.8703003,1.00813305,0.770938218,6.40316486,50.8322351,49.3830268,84.1790452,110.22573,1,106.630196,0.238842145,0.263479918,11.5190067,102.950335,27.7709757,25.7106136,110.289264
182,1,1,116.413314,3,46.6185493,-1.45319748,-2.25374722,7.60629511,-29.4202589,-36.1626536,-94.2381411,105.413339,4,34.2170563,-1.63995683,-1.11935544,6.3091054,14.9276193,-30.7891721,-84.8746991,91.729637,2,56.628418,-0.12428125,-1.02944124,10.7745667,29.1804987,-48.5311881,-7.05598214,58.0745718
183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0,139.046907,2,32.8807564,0.307247609,-2.57323098,6.05053711,-27.7113734,-17.6981334,10.2622341,34.9723689,0,151.998581,0.117880434,0.596426427,24.8243484,125.755742,85.3760035,17.9591842,155.055955,3,29.9155693,0.493114918,-0.328489423,5.28696299,28.3160064,-9.65116919,15.356972,34.0401212
189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,1,119.791433,5,28.1751175,-2.43609619,0.729912579,6.02861547,20.9970188,18.7872948,-159.764718,162.342066,3,59.7817497,-1.27695239,2.96740031,6.8465395,-58.8770628,10.3609399,-98.8434229,115.71843,1,80.592659,-1.08156574,1.72311532,10.4747505,-12.2283795,79.6595469,-105.182669,132.922124
192,1,1,168.272138,2,99.286171,1.62366712,1.83733892,23.3639698,-26.1517496,95.7801114,241.984243,262.602347,3,39.9729881,0.860644102,-0.0470743664,9.9805069,39.9287063,-1.88100819,38.8096481,56.6006986,0,119.1036,2.00403214,0.0829164013,8.42752743,118.694408,9.8643297,433.78241,449.915403
193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,0,52.5661532,4,36.7880592,0.0180117041,1.86084807,4.63112068,-10.5214514,35.2513881,0.662651465,37.0843321,2,55.210556,1.95248115,1.74858809,4.83193493,-9.76434979,54.3402518,190.593105,198.487492,3,49.0258102,2.40333796,-0.890075564,11.0588856,30.8545557,-38.0989037,268.897183,273.553512
195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,0,92.7142353,0,92.2556915,0.433861852,-2.53875971,17.754055,-75.9940302,-52.3069784,41.2938271,102.623093,2,37.0883713,1.62169099,0.312022507,4.52885532,35.2975459,11.3855407,90.200364,97.6327992,3,35.5716629,1.21517193,-2.58122706,5.89562607,-30.1313633,-18.9061933,54.6774623,65.4960036
197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,0,143.902616,2,64.9875107,1.71023548,2.68775988,6.67687654,-58.4090438,28.4914049,173.823406,185.694733,1,105.185654,1.18886447,-2.42933202,9.61271858,-79.6135887,-68.7437141,156.662662,188.94342,4,36.0208778,1.20080709,-1.16507566,7.6285162,14.216757,-33.0966382,54.4247806,65.7096237
