event_index,n_gen_triplet,leading_truth_triplet_slot,m_jet1jet2,m_jet2jet3
2498,1,0,94.5080293,49.3936888
2499,1,0,86.1844006,67.3415768
2500,1,1,79.0806968,47.401113
2501,1,0,164.671121,129.303671
2502,0,,,
2503,1,1,93.5100434,74.0502113
2504,0,,,
2505,1,0,114.509437,69.0261112
2506,0,,,
2507,0,,,
2508,0,,,
2509,1,1,113.931924,92.9762157
2510,0,,,
2511,0,,,
2512,1,0,85.1642655,112.895918
2513,1,0,121.623247,74.2826137
2514,2,0,132.765234,44.0484571
2515,0,,,
2516,1,0,106.367871,82.0145988
2517,1,0,86.1672342,68.3554028
2518,1,1,117.099141,60.0417129
2519,0,,,
2520,1,1,90.4385213,70.7132237
2521,0,,,
2522,0,,,
2523,1,0,109.407795,166.276257
2524,0,,,
2525,0,,,
2526,1,1,145.238476,45.7347558
2527,0,,,
2528,0,,,
2529,1,1,124.712426,76.6381482
2530,0,,,
2531,1,0,205.006842,72.6476522
2532,2,0,99.4105023,80.4618634
2533,1,1,116.774507,71.9718232
2534,0,,,
2535,0,,,
2536,1,0,86.6989566,51.2585558
2537,0,,,
2538,1,1,78.1391739,103.069112
2539,0,,,
2540,1,1,83.0658067,48.6518149
2541,0,,,
2542,1,0,110.101599,91.5412018
2543,0,,,
2544,0,,,
2545,0,,,
2546,0,,,
2547,0,,,
2548,0,,,
2549,1,1,92.528032,80.5845477
2550,0,,,
2551,1,0,80.5200516,63.8379519
2552,1,1,92.0991177,59.9043477
2553,0,,,
2554,1,1,109.672099,50.7195709
2555,0,,,
2556,0,,,
2557,1,1,117.813136,74.8581336
2558,0,,,
2559,2,1,72.398026,74.7378581
2560,1,1,144.15,76.4955783
2561,1,1,80.388144,79.8305381
2562,1,1,71.3969154,100.831589
2563,0,,,
2564,1,1,111.499025,77.6002892
2565,2,1,54.8628755,79.0227873
2566,0,,,
2567,0,,,
2568,1,0,219.842061,139.454951
2569,1,1,105.456843,82.5853642
2570,1,1,99.6469913,63.7507411
2571,0,,,
2572,1,0,99.8482011,77.4935463
2573,0,,,
2574,0,,,
2575,0,,,
2576,0,,,
2577,0,,,
2578,1,1,199.440116,105.5696
2579,0,,,
2580,0,,,
2581,2,1,65.1076552,71.3976615
2582,0,,,
2583,0,,,
2584,0,,,
2585,1,0,166.717224,62.3900391
2586,0,,,
2587,2,0,105.307748,81.6537946
2588,1,0,146.152551,71.607527
2589,1,1,79.517019,118.50968
2590,0,,,
2591,0,,,
2592,0,,,
2593,0,,,
2594,1,0,160.192438,107.094795
2595,0,,,
2596,1,1,132.478892,79.56404
2597,0,,,
2598,1,0,75.6440767,49.4880385
2599,1,0,137.367487,48.5206429
2600,0,,,
2601,1,1,80.5633081,77.4963624
2602,1,1,126.322271,74.9310119
2603,0,,,
2604,0,,,
2605,0,,,
2606,0,,,
2607,2,1,61.3994376,122.427809
2608,0,,,
2609,2,0,102.001017,119.214575
2610,0,,,
2611,0,,,
2612,0,,,
2613,1,1,87.2855335,100.002811
2614,1,1,142.031613,52.9914318
2615,0,,,
2616,1,0,94.4782198,77.9288131
2617,1,1,69.5803871,65.460982
2618,1,1,78.8876949,102.484903
2619,1,1,73.3863091,78.1559753
2620,2,0,79.3308486,82.2427159
2621,0,,,
2622,0,,,
2623,0,,,
2624,0,,,
2625,1,0,132.774917,79.5191219
2626,0,,,
2627,0,,,
2628,0,,,
2629,1,1,57.5988786,81.0290553
2630,0,,,
2631,1,1,60.0894786,131.124504
2632,0,,,
2633,1,1,111.31458,80.3570768
2634,0,,,
2635,0,,,
2636,0,,,
2637,1,1,177.205334,135.666375
2638,0,,,
2639,1,0,64.2249973,99.7355563
2640,2,1,83.0352193,89.9910013
2641,0,,,
2642,1,1,90.0610276,73.8429392
2643,1,1,124.689662,85.0155386
2644,2,1,80.7939322,94.8132869
2645,0,,,
2646,0,,,
2647,0,,,
2648,1,0,79.6855081,99.1050698
2649,1,0,88.3511191,76.0858075
2650,0,,,
2651,0,,,
2652,1,0,112.931194,74.6735542
2653,1,1,107.012493,55.5380051
2654,1,1,145.55701,68.3230932
2655,0,,,
2656,1,0,122.620483,139.96283
2657,0,,,
2658,1,1,81.6610932,76.1523815
2659,0,,,
2660,0,,,
2661,0,,,
2662,1,0,120.753173,84.2127503
2663,0,,,
2664,0,,,
2665,0,,,
2666,0,,,
2667,0,,,
2668,0,,,
2669,0,,,
2670,0,,,
2671,0,,,
2672,0,,,
2673,0,,,
2674,0,,,
2675,0,,,
2676,0,,,
2677,2,0,76.6730731,95.4042916
2678,0,,,
2679,1,0,94.0087798,62.2152777
2680,0,,,
2681,0,,,
2682,1,0,132.970585,65.5442486
2683,0,,,
2684,1,1,97.5210083,86.5362196
2685,0,,,
2686,0,,,
2687,1,0,83.5685325,108.446097
2688,0,,,
2689,0,,,
2690,0,,,
2691,0,,,
2692,0,,,
2693,0,,,
2694,0,,,
2695,0,,,
2696,0,,,
2697,0,,,
2698,0,,,
2699,1,1,152.417189,35.1280179
2700,0,,,
2701,2,1,93.454714,81.617123
2702,1,0,105.651172,107.751519
2703,0,,,
2704,1,1,122.020929,76.9949317
2705,0,,,
2706,0,,,
2707,0,,,
2708,1,1,94.4468091,64.3065377
2709,0,,,
2710,0,,,
2711,0,,,
2712,0,,,
2713,0,,,
2714,1,1,129.12441,87.2860381
2715,0,,,
2716,1,1,81.4413815,90.325808
2717,0,,,
2718,0,,,
2719,0,,,
2720,1,0,61.6207416,108.698814
2721,1,0,79.3720883,98.2175665
2722,0,,,
2723,1,1,86.8838877,91.2886839
2724,0,,,
2725,0,,,
2726,0,,,
2727,1,1,80.9835162,99.7859677
2728,0,,,
2729,1,1,127.657862,70.6127649
2730,0,,,
2731,1,1,101.442858,162.215042
2732,0,,,
2733,0,,,
2734,0,,,
2735,1,1,86.7698053,176.779301
2736,2,0,79.3137117,117.21784
2737,1,0,133.99865,73.9116799
2738,0,,,
2739,1,0,78.9483385,77.4399596
2740,1,0,135.957652,77.5149749
2741,0,,,
2742,0,,,
2743,0,,,
2744,0,,,
2745,1,0,121.151311,68.96171
2746,0,,,
2747,0,,,
2748,0,,,
2749,0,,,
2750,0,,,
2751,1,1,57.5413288,72.8076089
2752,1,1,112.702925,75.8007301
2753,1,0,227.885448,66.4353428
2754,0,,,
2755,1,0,77.8427906,75.8031415
2756,0,,,
2757,0,,,
2758,1,1,94.5362204,66.2170775
2759,0,,,
2760,0,,,
2761,1,0,67.3855003,60.240744
2762,1,0,84.3338529,91.3936784
2763,1,1,100.314107,74.6823198
2764,0,,,
2765,1,1,132.45708,81.288623
2766,0,,,
2767,1,0,84.4950116,112.776457
2768,0,,,
2769,1,1,101.453302,107.293118
2770,0,,,
2771,0,,,
2772,1,0,111.085741,100.367498
2773,1,1,113.152649,63.5267217
2774,0,,,
2775,0,,,
2776,0,,,
2777,1,0,111.014816,117.49712
2778,0,,,
2779,0,,,
2780,0,,,
2781,0,,,
2782,0,,,
2783,0,,,
2784,0,,,
2785,0,,,
2786,1,0,90.1051841,80.8187495
2787,0,,,
2788,1,0,131.010061,74.6574367
2789,0,,,
2790,1,0,87.8088222,82.4618658
2791,0,,,
2792,0,,,
2793,1,0,114.829122,99.3867439
2794,1,1,157.045393,87.435845
2795,0,,,
2796,1,1,119.193848,65.9388829
2797,1,0,74.7867816,76.6675613
2798,0,,,
2799,0,,,
2800,0,,,
2801,1,1,106.674271,117.48571
2802,1,1,98.614908,67.8589286
2803,0,,,
2804,0,,,
2805,0,,,
2806,0,,,
2807,0,,,
2808,0,,,
2809,1,1,109.540394,61.4623746
2810,0,,,
2811,0,,,
2812,1,0,78.559007,78.0057508
2813,0,,,
2814,0,,,
2815,0,,,
2816,1,0,69.236985,72.8717829
2817,0,,,
2818,0,,,
2819,0,,,
2820,1,0,82.8681524,55.9415534
2821,1,0,59.0245431,77.4095849
2822,1,0,68.3748399,82.5679007
2823,1,1,91.9181467,61.1501297
2824,0,,,
2825,0,,,
2826,1,1,124.346567,78.0582789
2827,0,,,
2828,1,1,81.4692404,76.5404363
2829,0,,,
2830,0,,,
2831,1,1,79.2348319,68.1202491
2832,0,,,
2833,0,,,
2834,1,0,94.2017583,67.8504101
2835,0,,,
2836,1,0,153.680527,66.8667788
2837,0,,,
2838,0,,,
2839,0,,,
2840,0,,,
2841,0,,,
2842,1,0,108.071137,59.4212286
2843,0,,,
2844,0,,,
2845,0,,,
2846,0,,,
2847,0,,,
2848,1,0,74.4218734,97.266492
2849,0,,,
2850,1,0,75.9263736,100.837937
2851,2,1,148.439506,51.3769274
2852,0,,,
2853,2,1,85.0130524,42.3675952
2854,1,0,121.923683,60.949995
2855,0,,,
2856,1,1,53.8151196,89.2219906
2857,0,,,
2858,0,,,
2859,0,,,
2860,0,,,
2861,0,,,
2862,2,0,86.0343024,93.8044652
2863,1,0,99.5547268,98.0863488
2864,1,0,113.862071,78.787393
2865,0,,,
2866,0,,,
2867,1,0,107.367474,114.323346
2868,2,0,104.154701,72.2159603
2869,0,,,
2870,0,,,
2871,1,0,144.357045,83.1064731
2872,1,0,86.5448694,70.8886118
2873,0,,,
2874,1,0,74.1266544,80.3461928
2875,0,,,
2876,0,,,
2877,1,0,104.623051,69.0838243
2878,1,0,110.651794,80.9520346
2879,1,1,97.5013157,74.6715616
2880,1,0,86.6009113,90.1188086
2881,1,0,82.4013022,132.072835
2882,0,,,
2883,1,1,112.517661,110.756168
2884,1,1,121.381567,82.6981934
2885,1,1,145.528481,60.9486471
2886,0,,,
2887,0,,,
2888,1,1,88.6915079,107.273826
2889,1,1,103.00773,56.7305959
2890,0,,,
2891,0,,,
2892,0,,,
2893,0,,,
2894,0,,,
2895,0,,,
2896,0,,,
2897,1,0,119.656482,82.2644909
2898,0,,,
2899,0,,,
2900,2,0,80.2331806,88.5712233
2901,0,,,
2902,1,1,138.435675,93.3202825
2903,0,,,
2904,0,,,
2905,0,,,
2906,0,,,
2907,1,1,138.143108,73.1046714
2908,0,,,
2909,0,,,
2910,0,,,
2911,0,,,
2912,0,,,
2913,1,0,77.1126207,88.8655873
2914,1,0,74.9246792,59.7339365
2915,0,,,
2916,0,,,
2917,0,,,
2918,0,,,
2919,1,1,69.9275815,96.7844828
2920,0,,,
2921,1,1,166.852978,144.069934
2922,1,0,118.693049,77.8485377
2923,0,,,
2924,0,,,
2925,0,,,
2926,0,,,
2927,1,1,135.463162,71.6558899
2928,0,,,
2929,2,0,132.828944,74.1028857
2930,0,,,
2931,0,,,
2932,1,1,81.7100488,120.18191
2933,0,,,
2934,0,,,
2935,0,,,
2936,1,1,116.543026,94.3312049
2937,1,0,116.249945,79.5092873
2938,0,,,
2939,0,,,
2940,1,1,76.1370722,94.5794816
2941,0,,,
2942,0,,,
2943,0,,,
2944,0,,,
2945,0,,,
2946,0,,,
2947,0,,,
2948,1,0,115.276208,44.8883781
2949,0,,,
2950,0,,,
2951,0,,,
2952,1,0,139.997373,62.2759368
2953,0,,,
2954,1,1,84.2840131,78.747709
2955,0,,,
2956,2,0,80.2126327,98.2018298
2957,0,,,
2958,1,0,125.127788,166.930929
2959,0,,,
2960,0,,,
2961,0,,,
2962,1,0,169.158158,84.1018334
2963,0,,,
2964,1,1,81.8082734,75.0169097
2965,0,,,
2966,0,,,
2967,1,1,78.8287752,56.4635813
2968,1,0,82.8197586,103.640319
2969,1,1,177.886672,107.253582
2970,0,,,
2971,0,,,
2972,0,,,
2973,1,1,141.851438,57.8823806
2974,0,,,
2975,2,1,137.020981,150.833724
2976,0,,,
2977,0,,,
2978,2,0,123.551685,65.6789401
2979,0,,,
2980,1,0,79.5929387,80.2817993
2981,0,,,
2982,1,0,143.483434,94.1779462
2983,0,,,
2984,0,,,
2985,1,0,118.637937,76.1993945
2986,0,,,
2987,0,,,
2988,0,,,
2989,0,,,
2990,0,,,
2991,1,1,123.658545,91.5777169
2992,0,,,
2993,1,0,116.649311,136.623108
2994,0,,,
2995,0,,,
2996,0,,,
2997,0,,,
2998,1,0,128.731199,52.7455307
2999,1,0,109.698541,74.9361531
3000,0,,,
3001,0,,,
3002,0,,,
3003,1,0,82.5224819,81.4556466
3004,1,0,220.263843,125.806484
3005,0,,,
3006,0,,,
3007,0,,,
3008,0,,,
3009,2,0,96.5984845,96.8417077
3010,0,,,
3011,0,,,
3012,0,,,
3013,1,0,78.478538,62.4058481
3014,0,,,
3015,0,,,
3016,0,,,
3017,1,1,84.4184123,68.1683138
3018,0,,,
3019,1,0,70.368565,79.3222709
3020,1,0,139.507185,86.5548817
3021,0,,,
3022,0,,,
3023,1,1,116.679136,97.4219516
3024,1,0,87.8588618,99.3458204
3025,2,1,155.500091,68.9337057
3026,0,,,
3027,2,1,150.835165,68.5209003
3028,1,1,83.2837851,92.4523698
3029,0,,,
3030,1,1,106.874307,78.2565179
3031,1,0,121.510078,88.2900047
3032,0,,,
3033,0,,,
3034,0,,,
3035,1,0,116.217352,78.6619716
3036,0,,,
3037,0,,,
3038,1,1,161.13884,55.6720753
3039,1,0,131.503851,76.6654763
3040,0,,,
3041,0,,,
3042,0,,,
3043,0,,,
3044,1,1,155.83567,182.233953
3045,0,,,
3046,0,,,
3047,1,0,139.276854,45.0991687
3048,0,,,
3049,1,1,131.323502,72.9774515
3050,1,0,114.393122,77.5596175
3051,1,1,91.0748465,116.51621
3052,0,,,
3053,0,,,
3054,1,0,76.8036504,90.8965142
3055,1,1,76.7592864,91.0176146
3056,1,1,119.800213,57.0401711
3057,0,,,
3058,0,,,
3059,0,,,
3060,0,,,
3061,1,1,103.326047,127.210602
3062,1,1,74.6101419,113.656143
3063,1,1,139.822523,71.4505063
3064,1,1,66.3032616,87.7629375
3065,0,,,
3066,0,,,
3067,1,1,120.44876,73.6879629
3068,1,0,93.7699283,78.4766873
3069,0,,,
3070,0,,,
3071,0,,,
3072,2,0,159.607682,35.5846881
3073,0,,,
3074,0,,,
3075,0,,,
3076,1,1,75.4999827,76.8484147
3077,1,0,168.43747,67.3107386
3078,1,1,77.6565187,91.2019716
3079,0,,,
3080,0,,,
3081,0,,,
3082,0,,,
3083,0,,,
3084,1,1,112.915565,66.7098582
3085,1,1,57.659481,94.5964481
3086,0,,,
3087,2,0,133.314573,54.2269091
3088,0,,,
3089,0,,,
3090,1,1,120.301313,83.3632412
3091,0,,,
3092,2,1,91.905293,49.6767096
3093,0,,,
3094,0,,,
3095,1,0,135.022985,69.0035601
3096,1,0,84.526835,109.355735
3097,1,1,90.6047487,60.1730532
3098,2,1,142.740703,80.5051583
3099,1,0,104.12648,154.138346
3100,0,,,
3101,0,,,
3102,0,,,
3103,0,,,
3104,0,,,
3105,1,0,112.902611,81.0945879
3106,0,,,
3107,0,,,
3108,1,0,78.6419918,99.1787952
3109,0,,,
3110,0,,,
3111,1,1,76.8106347,82.8316497
3112,1,1,85.8794404,80.5391612
3113,0,,,
3114,1,1,79.3344538,57.4719742
3115,0,,,
3116,1,0,112.377992,78.3388653
3117,2,1,113.68501,83.7919625
3118,1,1,67.3565371,73.9409405
3119,1,1,55.4017649,72.3974853
3120,0,,,
3121,1,0,57.3582235,97.4346415
3122,0,,,
3123,0,,,
3124,0,,,
3125,2,0,72.5026447,86.0929127
3126,0,,,
3127,0,,,
3128,0,,,
3129,0,,,
3130,1,1,127.532386,49.3380405
3131,0,,,
3132,0,,,
3133,0,,,
3134,0,,,
3135,1,0,80.8366808,85.239555
3136,1,1,78.8107031,101.42916
3137,0,,,
3138,0,,,
3139,0,,,
3140,1,1,123.741387,73.3584347
3141,0,,,
3142,0,,,
3143,0,,,
3144,0,,,
3145,0,,,
3146,0,,,
3147,1,0,65.3857382,85.8480965
3148,1,0,127.073914,56.6746655
3149,0,,,
3150,0,,,
3151,0,,,
3152,2,0,100.421503,75.9651935
3153,0,,,
3154,0,,,
3155,0,,,
3156,1,0,132.926538,83.1212984
3157,1,1,111.9932,80.8390918
3158,1,1,132.952139,74.1624242
3159,1,0,103.496407,91.0634605
3160,1,1,74.6851537,83.7112919
3161,0,,,
3162,0,,,
3163,0,,,
3164,0,,,
3165,1,1,137.70764,59.1259865
3166,1,0,119.599191,103.632256
3167,0,,,
3168,0,,,
3169,0,,,
3170,0,,,
3171,2,0,71.7799317,86.7720709
3172,0,,,
3173,0,,,
3174,0,,,
3175,1,0,76.7767721,98.5342002
3176,0,,,
3177,1,1,117.119966,78.3819509
3178,1,1,71.9537586,82.7524992
3179,0,,,
3180,0,,,
3181,0,,,
3182,0,,,
3183,1,0,103.778734,95.1032235
3184,0,,,
3185,1,1,168.174653,88.3774012
3186,1,1,101.988471,66.3660892
3187,0,,,
3188,0,,,
3189,1,0,99.5362426,63.2134359
3190,0,,,
3191,0,,,
3192,1,1,50.9896734,76.5896203
3193,0,,,
3194,0,,,
3195,2,0,139.264538,76.5918586
3196,1,1,148.95208,71.8153139
3197,2,0,77.2919992,55.4575185
3198,1,0,210.320113,87.7070074
3199,0,,,
3200,0,,,
3201,0,,,
3202,0,,,
3203,0,,,
3204,1,0,78.2198882,140.085633
3205,2,1,102.626935,62.8658529
3206,1,0,121.104283,67.7314996
3207,0,,,
3208,1,0,111.202136,68.5193158
3209,0,,,
3210,1,0,54.7512557,74.9911543
3211,1,1,148.008405,39.887305
3212,1,1,76.4415955,100.900567
3213,0,,,
3214,2,1,131.499049,62.9712833
3215,0,,,
3216,1,0,109.609803,54.0717157
3217,1,0,85.4527746,101.640249
3218,1,0,103.276661,75.2169945
3219,1,0,82.6730882,61.1064458
3220,2,0,57.7653765,106.012082
3221,1,0,78.2440336,110.161733
3222,1,1,91.0725611,65.141555
3223,1,0,128.418616,48.0550996
3224,1,0,79.5420464,110.245636
3225,1,0,136.189782,45.5102032
3226,0,,,
3227,0,,,
3228,0,,,
3229,1,1,109.846748,52.8410958
3230,1,1,132.55396,78.0615962
3231,0,,,
3232,0,,,
3233,0,,,
3234,0,,,
3235,1,1,141.495981,69.4784351
3236,0,,,
3237,1,1,125.121065,34.2465669
3238,1,1,89.5268308,109.372437
3239,1,0,76.1298155,70.3851823
3240,0,,,
3241,0,,,
3242,0,,,
3243,0,,,
3244,0,,,
3245,1,0,136.688585,75.3913274
3246,0,,,
3247,0,,,
3248,0,,,
3249,2,1,85.7311853,95.5945732
3250,0,,,
3251,0,,,
3252,1,1,137.560283,41.0923842
3253,1,0,113.702125,79.0458128
3254,0,,,
3255,0,,,
3256,0,,,
3257,2,0,100.208838,102.218834
3258,0,,,
3259,0,,,
3260,0,,,
3261,1,1,67.3643915,89.3105905
3262,1,0,109.539172,82.9061507
3263,1,0,184.855612,71.0535839
3264,0,,,
3265,0,,,
3266,0,,,
3267,0,,,
3268,0,,,
3269,1,0,109.611923,101.051817
3270,2,0,131.520478,95.7790218
3271,1,1,104.239756,70.9242396
3272,1,0,140.42654,66.1114532
3273,1,0,139.877513,80.5978757
3274,1,0,71.7900599,70.0951412
3275,2,1,88.7040472,109.957644
3276,1,1,117.329612,74.2936052
3277,0,,,
3278,0,,,
3279,0,,,
3280,0,,,
3281,0,,,
3282,0,,,
3283,1,1,96.0102295,68.9259425
3284,0,,,
3285,0,,,
3286,0,,,
3287,1,1,134.802655,80.9006629
3288,0,,,
3289,0,,,
3290,0,,,
3291,0,,,
3292,1,0,78.6267091,51.8097867
3293,0,,,
3294,1,0,105.32315,63.074651
3295,2,1,114.580476,114.889652
3296,1,1,121.45761,60.3821574
3297,0,,,
3298,2,1,125.309483,75.9496825
3299,0,,,
3300,1,1,151.496683,96.9706773
3301,1,1,76.5844711,64.5249283
3302,0,,,
3303,0,,,
3304,0,,,
3305,0,,,
3306,1,1,93.9416306,77.4336694
3307,0,,,
3308,1,0,79.71202,121.180932
3309,0,,,
3310,0,,,
3311,0,,,
3312,0,,,
3313,0,,,
3314,0,,,
3315,0,,,
3316,0,,,
3317,0,,,
3318,0,,,
3319,1,0,96.5644291,115.040202
3320,0,,,
3321,0,,,
3322,0,,,
3323,0,,,
3324,1,0,77.0123031,66.0534533
3325,0,,,
3326,1,1,131.17724,64.9807477
3327,0,,,
3328,0,,,
3329,1,0,144.484652,73.5864373
3330,0,,,
3331,0,,,
3332,0,,,
3333,0,,,
3334,1,0,135.931845,74.9237984
3335,0,,,
3336,0,,,
3337,0,,,
3338,1,0,135.464905,103.452148
3339,0,,,
3340,1,1,86.9417703,78.2685425
3341,1,0,87.4611742,76.2045052
3342,0,,,
3343,1,1,77.9607051,85.2504383
3344,0,,,
3345,0,,,
3346,1,1,129.491063,78.8016722
3347,1,0,118.588181,89.5835528
3348,0,,,
3349,1,0,135.401453,78.7566862
3350,1,1,132.648677,116.561725
3351,2,0,87.8773822,88.9961168
3352,0,,,
3353,0,,,
3354,0,,,
3355,0,,,
3356,0,,,
3357,0,,,
3358,0,,,
3359,0,,,
3360,2,1,133.552304,80.0864187
3361,0,,,
3362,0,,,
3363,0,,,
3364,0,,,
3365,1,1,60.2069788,78.2182448
3366,0,,,
3367,1,0,88.4066971,75.6064846
3368,0,,,
3369,1,1,88.8272684,71.5721184
3370,0,,,
3371,0,,,
3372,0,,,
3373,0,,,
3374,2,0,60.2466534,104.213288
3375,1,1,151.901175,48.7968263
3376,0,,,
3377,0,,,
3378,0,,,
3379,1,0,134.687626,80.1411972
3380,1,0,67.7652982,79.2309341
3381,1,1,101.311455,68.9429695
3382,0,,,
3383,1,0,83.1689124,74.5454274
3384,1,0,91.0593465,82.4285063
3385,0,,,
3386,0,,,
3387,0,,,
3388,1,0,113.000503,87.3634414
3389,2,0,122.72513,78.1692861
3390,0,,,
3391,1,0,112.473987,86.6170896
3392,1,0,157.964757,81.3684396
3393,0,,,
3394,0,,,
3395,0,,,
3396,0,,,
3397,0,,,
3398,1,1,131.777887,68.7220483
3399,0,,,
3400,0,,,
3401,0,,,
3402,0,,,
3403,1,1,128.707593,75.468244
3404,0,,,
3405,0,,,
3406,1,1,208.781178,82.6421695
3407,1,0,83.392177,77.0653728
3408,1,1,80.6257449,100.928418
3409,0,,,
3410,1,0,136.535323,45.7023026
3411,0,,,
3412,1,1,91.0696133,132.971404
3413,1,0,136.33954,71.9076496
3414,0,,,
3415,1,1,122.680459,98.2062698
3416,1,0,158.55214,87.1236718
3417,1,0,170.772959,132.122864
3418,1,1,131.802443,84.3416599
3419,1,0,89.2244855,93.6730696
3420,1,1,142.332998,35.094328
3421,0,,,
3422,0,,,
3423,1,0,128.31072,84.531852
3424,0,,,
3425,0,,,
3426,1,0,90.4899401,54.6883505
3427,1,0,96.4422599,77.2577199
3428,0,,,
3429,1,1,102.915938,65.1570228
3430,0,,,
3431,0,,,
3432,1,0,138.325565,74.8943834
3433,0,,,
3434,0,,,
3435,0,,,
3436,0,,,
3437,0,,,
3438,1,0,101.830946,96.6021402
3439,0,,,
3440,0,,,
3441,1,0,49.7414105,80.3182558
3442,0,,,
3443,1,0,50.0606304,72.18679
3444,0,,,
3445,1,0,185.808618,83.8217028
3446,1,0,107.581739,112.884541
3447,1,1,114.418016,64.0849488
3448,0,,,
3449,0,,,
3450,0,,,
3451,1,0,108.843923,72.6135849
3452,0,,,
3453,0,,,
3454,0,,,
3455,0,,,
3456,0,,,
3457,1,1,105.608784,72.7570168
3458,1,0,116.512497,59.0442025
3459,1,0,89.2853319,69.7500526
3460,1,0,69.0634997,63.3565989
3461,0,,,
3462,1,0,103.008643,82.8345664
3463,2,1,100.811279,106.935042
3464,1,1,91.0970441,78.2978567
3465,1,0,80.4444255,92.0718118
3466,0,,,
3467,0,,,
3468,0,,,
3469,0,,,
3470,0,,,
3471,0,,,
3472,1,0,110.247877,94.9595836
3473,0,,,
3474,1,0,113.038468,58.1711901
3475,0,,,
3476,2,0,83.0656863,107.868651
3477,0,,,
3478,1,1,93.348328,75.1280856
3479,0,,,
3480,1,0,78.5067224,85.6205115
3481,1,1,92.1045374,63.7605364
3482,0,,,
3483,0,,,
3484,0,,,
3485,1,1,108.862078,92.3804849
3486,0,,,
3487,1,1,77.9713765,119.566526
3488,1,1,88.7464065,94.8908856
3489,2,0,65.6883312,86.5245298
3490,0,,,
3491,0,,,
3492,1,1,121.666928,77.6375496
3493,1,0,59.1877332,100.341013
3494,0,,,
3495,0,,,
3496,0,,,
3497,1,1,89.5564091,121.347188
3498,0,,,
3499,0,,,
3500,0,,,
3501,0,,,
3502,0,,,
3503,0,,,
3504,1,1,109.530644,81.5687998
3505,1,1,128.088956,61.8329188
3506,0,,,
3507,0,,,
3508,0,,,
3509,1,1,105.538937,112.991055
3510,1,0,142.345682,71.2790175
3511,1,0,125.916871,58.1982769
3512,1,1,112.012136,111.730608
3513,0,,,
3514,0,,,
3515,0,,,
3516,0,,,
3517,0,,,
3518,0,,,
3519,0,,,
3520,0,,,
3521,2,1,98.8479157,70.7513571
3522,0,,,
3523,1,1,69.4037764,54.6031932
3524,1,1,132.62237,71.9678139
3525,1,1,65.8025206,79.5306457
3526,1,0,80.4881352,75.4479016
3527,0,,,
3528,1,0,89.1811755,90.4854048
3529,0,,,
3530,1,1,102.076073,67.8918397
3531,1,0,79.6782197,100.248166
3532,0,,,
3533,0,,,
3534,0,,,
3535,0,,,
3536,1,1,130.22708,67.391918
3537,0,,,
3538,0,,,
3539,0,,,
3540,1,0,160.143311,92.6446765
3541,0,,,
3542,0,,,
3543,1,0,133.367756,150.582354
3544,0,,,
3545,0,,,
3546,0,,,
3547,1,0,135.233428,78.5562996
3548,0,,,
3549,1,0,187.846975,119.827733
3550,0,,,
3551,1,0,125.553278,67.6816361
3552,0,,,
3553,0,,,
3554,0,,,
3555,2,0,121.042825,61.554373
3556,1,0,114.869356,90.6558013
3557,0,,,
3558,0,,,
3559,0,,,
3560,1,1,133.003251,82.0540639
3561,0,,,
3562,0,,,
3563,1,0,115.910897,94.3251376
3564,1,0,127.616785,76.222314
3565,1,1,139.737875,55.6648561
3566,0,,,
3567,0,,,
3568,1,1,116.066887,81.0682355
3569,0,,,
3570,0,,,
3571,0,,,
3572,0,,,
3573,0,,,
3574,0,,,
3575,2,0,141.808025,81.809037
3576,1,1,178.363042,71.6473852
3577,0,,,
3578,1,1,110.959763,100.373195
3579,1,0,100.851975,83.8985227
3580,1,1,88.9405722,72.1298188
3581,1,1,141.930905,55.2710824
3582,2,0,99.4372024,161.868281
3583,1,0,105.512529,71.457659
3584,0,,,
3585,1,1,168.343562,182.855973
3586,1,0,107.479657,73.827372
3587,0,,,
3588,1,1,166.317843,53.3136926
3589,0,,,
3590,1,0,84.455715,46.9098677
3591,0,,,
3592,0,,,
3593,0,,,
3594,1,0,136.45627,72.3815388
3595,0,,,
3596,0,,,
3597,0,,,
3598,0,,,
3599,0,,,
3600,1,0,155.978948,77.4900182
3601,1,1,133.802157,66.6620551
3602,0,,,
3603,2,0,84.9781632,72.8567112
3604,1,1,175.977033,97.2858027
3605,0,,,
3606,0,,,
3607,1,0,84.0552189,64.5602097
3608,0,,,
3609,0,,,
3610,1,1,92.0447613,67.5273368
3611,1,0,107.746527,59.2834719
3612,0,,,
3613,0,,,
3614,0,,,
3615,0,,,
3616,0,,,
3617,0,,,
3618,0,,,
3619,1,0,106.576884,79.8696208
3620,1,0,150.379384,129.145135
3621,1,0,108.238837,81.5494983
3622,1,0,173.286953,75.1632196
3623,1,1,112.141847,74.6510247
3624,1,1,71.4833587,81.8805629
3625,0,,,
3626,1,0,106.271748,173.246215
3627,2,0,123.30714,99.3522224
3628,1,1,97.2214189,80.784386
3629,0,,,
3630,0,,,
3631,1,1,117.772907,71.0106209
3632,1,1,138.647425,142.844383
3633,1,0,112.12393,77.1188688
3634,1,0,116.534859,89.7344734
3635,0,,,
3636,0,,,
3637,1,1,122.865653,66.2689432
3638,1,0,152.95682,109.870758
3639,2,1,110.205113,62.4476183
3640,0,,,
3641,0,,,
3642,0,,,
3643,1,1,70.5858621,73.7375581
